10|1|[Captine] Alkedrada|1261,714;1677,511;855,455
10|1|[Captine] Calllmecolar|191,340;585,687;181,334
10|1|[Captine] Garukonga|1507,1729;1347,1455;1532,1474
10|1|[Captine] Lapiona|1405,1044
10|1|[Captine] Threthonez|1350,351;947,315;1222,499
10|1|[Captine] Urukthrone|1707,643;1654,397;1706,682
10|1|Ancient|1220,163;1264,197;1256,164;1356,340;1340,292;1262,202;1247,169;1214,172;946,304;1352,334;1341,275
10|1|Antares|160,1026
10|1|Ape|188,1336;229,1355;248,1316;1072,1104;777,1330
10|1|Apostle|1532,829;1562,952;1472,914
10|1|Ash knight|893,708;969,716
10|1|attila|1036,1428
10|1|Baron|581,664;649,703
10|1|Battalion|1053,1368;1024,1367
10|1|Bifloans|1539,922;1542,912;1534,915;1532,925;1533,919
10|1|Blood Don|308,425;312,355
10|1|BUGBEAR|269,152;294,176;331,196;239,128;330,164;371,126;265,127;291,145;362,151
10|1|burning skeleton|1010,1024;1189,1150
10|1|Burning Stone|1895,603
10|1|Cardinal|600,797;664,858
10|1|Centaur|1880,409;1935,395;1844,399
10|1|Chooks|1603,1136;1592,1130;1600,1127;1607,1135;1600,1144
10|1|Dark eyes|651,1589;686,1584
10|1|Death knight|695,929;1153,1138;1234,1145;1202,1276;1186,1215
10|1|Decayed Zombie|1016,1331;997,1423;992,1386
10|1|Deruvish|1443,781;1549,743
10|1|Dire wolf|570,1462;601,1472;679,1497;689,1475
10|1|Dragon Tooth commander|1154,428;1210,265;1743,1278;1763,1347
10|1|Dragon Tooth Skeleton|1727,486;1521,1102;1657,518;1342,680;598,345;924,449;1420,1373;675,340
10|1|Dragon Tooth soldier|1263,704;1527,1291;1501,1224;1444,1107;859,581;956,581
10|1|Dusk Orc|726,1430;756,1430;785,1430;813,1429
10|1|Efos|1539,917
10|1|Flame Rock|1904,612;1923,770
10|1|Foras|1669,1395
10|1|Furson|1598,1136
10|1|Gaap|1518,795
10|1|Garuna|1509,1717;1569,1694;1519,1661
10|1|Giant golem|1905,554;1929,701;1919,805
10|1|Glyptodont|666,1379;644,1417
10|1|GOBLIN bouncer|321,114;294,101
10|1|GRAY OOZY|431,1358;467,1355;454,1328
10|1|GRELL|184,588;203,547;217,610;253,583;268,555
10|1|Hagentee|1301,1800;1286,1795;1285,1808;1291,1809;1301,1813
10|1|Half-Troll Warrior|1432,391
10|1|Harpy|1637,1244;1841,1111;1916,1061;1846,1257;1917,1207;1738,1164
10|1|Haunga|1286,1528;1415,1452;1525,1451;1303,1459;1529,1543
10|1|Haunga Warrior|1194,1829;1121,1805;1015,1696;1252,1750
10|1|Hell hound|125,349;171,436;122,443;160,483;114,398
10|1|HORNET|1070,1602;1393,1099;1390,1174;1388,1252;1387,1213;1131,1576;1395,1133
10|1|Hyde|669,302
10|1|Keilan|736,1490;772,1481;792,1561;762,1529
10|1|King Aif|190,1340
10|1|KOBOLD|357,194;371,176;273,192;255,174;244,155;392,165
10|1|Kongau|1439,1778;1384,1709;1388,1799;1104,1055;1325,1734
10|1|Laird|737,834;807,851
10|1|Lamia|1419,1016;1401,966
10|1|Lard Orc|425,445;456,400
10|1|LICH|637,196;701,204;727,246
10|1|Loup-garou|529,1519;548,1489;584,1562;612,1589
10|1|Machirodus|310,1016;369,1037;255,1012
10|1|Manticore|1441,129;1630,128;1625,194
10|1|Mastodon|815,1834;592,1102
10|1|Meganthereon|191,1027;135,1018
10|1|Megarodon|815,1887
10|1|Merias|1743,1576
10|1|Niverius|1293,1802
10|1|Orias|1740,1564;1738,1569;1758,1571;1760,1577;1751,1575
10|1|Orobeth|1662,1384;1670,1386;1669,1377;1661,1386;1668,1387
10|1|Ose|1511,796;1514,784;1524,796;1522,788;1518,793
10|1|paralyzer|851,1596;824,1588
10|1|Pincers scorpion|736,1633;763,1677
10|1|POOKA|253,107;288,123;318,141;343,117
10|1|Raven Harpy|1716,1436;1815,1419;1881,1355;1649,1493
10|1|Rotten Eyes|968,1459;994,1480
10|1|saber tooth|533,865;339,946;384,877;1250,1357;820,1328;882,1315;894,1295;852,1326
10|1|Savage|787,1741
10|1|Scolar|1099,1145;554,493;548,585;675,587
10|1|Scorpion|646,1631;678,1631
10|1|scouting soldier|815,1802
10|1|Shadow seeker|917,1252;944,1273;931,1202
10|1|Sheriff|1232,1417
10|1|Skeleton|575,1228;662,1232;627,1207;572,1191
10|1|Skeleton champion|678,997;684,971;1031,1069;1022,1047;988,1021;981,1000
10|1|Skeleton knight|603,1033;643,1031;906,1099;907,1058;961,1093;990,1089;973,1068;936,1077
10|1|Skeleton warrior|988,1176;980,1199;983,1147;978,1126;654,1162;649,1135
10|1|Smilodon|455,1010;412,1004;455,960;413,956;449,870;768,1385;802,1380;840,1383;440,908
10|1|Stegodon|684,1312;1207,1862;1188,1617;861,1672
10|1|Stinger|891,1622;914,1596
10|1|Stone golem|1789,542;1910,841;1928,756;1940,615
10|1|treant|1109,346;1113,249;1117,207;1173,158
10|1|Troll|1213,584;1218,484;1450,508;1510,401;1295,351
10|1|Troll Warrior|1427,459;1348,393;1256,618;1359,524;1225,538
10|1|Tyon|357,1245;376,1281;454,1234;486,1259;456,1284;394,1138
10|1|undying|1040,1318;1039,1408;1038,1438
10|1|Uruk Blade|1725,602;1629,592;1714,631
10|1|Uruk Hai|1700,677;1751,697;1756,669;1817,591
10|1|Uruk Tron|1577,368;1663,398;1634,357
10|1|Wild smilodon|858,1420;888,1393;894,1366;756,1030;849,1442;754,971
10|1|Wolf Dog|767,1730
10|0|<Draki Rift>|460,1607
10|0|[10 Devil Summon Stone]|1054,1678
10|0|[11 Devil Summon Stone]|434,1050
10|0|[12 Devil Summon Stone]|721,1386
10|0|[7 Devil Summon Stone]|1704,538
10|0|[8 Devil Summon Stone]|1099,494
10|0|[9 Devil Summon Stone]|1492,1182
10|0|[Captain]Pasha|1773,1632
10|0|[Elder] MorBor|406,1724
10|0|[Goblin cauldron]|306,163
10|0|[Goblin food box]|327,123
10|0|[Goblin Subjugation]Raul|403,192
10|0|[Goblin wells]|392,128
10|0|[High rank missioner] Tollnaga|914,218
10|0|[Hunter]jareugeu|1015,864
10|0|[Karus Secret Locker]|325,1767
10|0|[Magic Association] Gather|932,140
10|0|[Manager] Roktar|536,1820
10|0|[Mariners]armada|1765,1631
10|0|[Mariners]hayeseu|1788,1618
10|0|[Mercenary]Russel|986,914
10|0|[Moradon Merchant] Shymer|469,1638
10|0|[National Enchanter]|964,1329;990,945;1712,829;375,701;900,259;423,1669
10|0|[NP Merchant] Merchini|363,1740
10|0|[Pitman] kurushack|625,1636;467,1624
10|0|[Priest]Ann|453,1609
10|0|[Sentinel]Cape|377,675
10|0|[Sentinel]Hashan|1716,863
10|0|[Sentinel]Melverick|454,1624
10|0|[Subjugation staff]Bergamo|400,197
10|0|[Tactical]Josiah|332,1737
10|0|[Tomb Keeper]Bertem|950,1360
10|0|[White Shadow Captin] Sirin|400,1653
10|0|Advisor|342,1736
10|0|Arch Mage Drake|1695,805
10|0|Bellua monument|400,685
10|0|Beron[Sundries]|426,650;1700,779;451,1686;1025,906
10|0|Captain Fargo|411,1720
10|0|Contaminated Karus Refugee|489,1639;483,1648;492,1638
10|0|Cubense[Armor]|425,1619;378,649;1744,844
10|0|Eslant Woman|1335,1843
10|0|Farmer|385,1171
10|0|Fina|396,697;1809,395
10|0|Great Priest Murka|377,1679;436,692;1761,788
10|0|Guard|361,1729;418,1672;468,1605;486,1622;411,633;390,733;388,682;1720,874;1712,741;1718,813
10|0|Habice[Mantle]|393,1735
10|0|Inn hostess|368,1687;435,688;1751,774
10|0|Karus Bulletine Board|479,1636
10|0|Karus Refugee|487,1644;484,1645;495,1636;483,1653
10|0|Keeper of the Key|962,1335;732,1355;700,1041;1078,998
10|0|Knight Clerk|353,1746
10|0|Laon Camp Gate|1844,150
10|0|Laon Camp Monument|1013,913
